Snapshots	Ranks	Time
6	1	21.7836307136913
6	2	13.51095311098433
6	3	23.904318357252787
6	4	20.78799935212141
6	5	20.35323157612372
6	6	12.01679304050152
6	7	8.168610552657968
6	8	7.8259906994937225
6	9	23.65386316657552
6	10	15.757294701651425
