Snapshots	Ranks	Time
8	1	24.029864639441165
8	2	23.746069890390622
8	3	18.80153852349121
8	4	28.136089618078476
8	5	12.036988803760005
8	6	22.178526703849332
8	7	10.497175536139359
8	8	28.16477633297208
8	9	18.935482679167514
8	10	29.187498663708414
